appid,name,header_image,website,release_date,is_free,price,currency,about_the_game,short_description,detailed_description,dlc_count,achievements,recommendations,windows,mac,linux,metacritic_score,metacritic_url,support_url,support_email,interface_languages,audio_languages,developers,publishers,category_ids,category_descriptions,genre_ids,genre_descriptions
3810,BloodRayne (Legacy),https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3810/header.jpg?t=1605897948,http://www.bloodrayne.com,2006-09-14,False,0.0,,"In the years between the World Wars, Agent BloodRayne works as a killing machine for The Brimstone Society--a top secret fraternity that hunts down and destroys supernatural threats. Two missions, five years apart, turn out to be connected by one man. For years, this man has been searching the world for powerful occult relics to bring Germany into a new age of domination. Rayne must face his elite Nazi army and prevent them from releasing horrific creatures in their quest for the artifacts. Starring the super-sexy, super-lethal, supernatural heroine BloodRayne, this original action horror game unleashed the red headed dhampir on the world.","In the years between the World Wars, Agent BloodRayne works as a killing machine for The Brimstone Society--a top secret fraternity that hunts down and destroys supernatural threats. Starring heroine Rayne, this original action horror game unleashed the red headed dhampir on the world.","In the years between the World Wars, Agent BloodRayne works as a killing machine for The Brimstone Society--a top secret fraternity that hunts down and destroys supernatural threats. Two missions, five years apart, turn out to be connected by one man. For years, this man has been searching the world for powerful occult relics to bring Germany into a new age of domination. Rayne must face his elite Nazi army and prevent them from releasing horrific creatures in their quest for the artifacts. Starring the super-sexy, super-lethal, supernatural heroine BloodRayne, this original action horror game unleashed the red headed dhampir on the world.",0,0,465,True,False,False,65,https://www.metacritic.com/game/pc/bloodrayne?ftag=MCD-06-10aaa1f,https://www.ziggurat.games/,support@ziggurat.games,English,,Terminal Reality,Ziggurat,"2, 29, 62","Single-player, Steam Trading Cards, Family Sharing",1,Action
3820,BloodRayne 2 (Legacy),https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3820/header.jpg?t=1605898008,http://www.bloodrayne2.com/,2006-09-14,False,0.0,,"BloodRayne is a dhampir, born from the unnatural union of vampire and human. Blessed with the powers of a vampire but cursed with the thirst for blood and a weakness to sunlight, Rayne is challenged with her most personal battle yet as she hunts down her siblings. They have banded together and pledged to carry on their father's legacy of creating a new era of vampire supremacy where humans are mere cattle. Rayne's siblings have created 'The Shroud,' a mysterious substance that will render the sun's lethal rays harmless to vampires. Now only BloodRayne stands between an unsuspecting humanity and a horrifying vampire dawn.","BloodRayne is a dhampir, born from the unnatural union of vampire and human. Blessed with the powers of a vampire but cursed with the thirst for blood and a weakness to sunlight, Rayne is challenged with her most personal battle yet as she hunts down her siblings.","BloodRayne is a dhampir, born from the unnatural union of vampire and human. Blessed with the powers of a vampire but cursed with the thirst for blood and a weakness to sunlight, Rayne is challenged with her most personal battle yet as she hunts down her siblings. They have banded together and pledged to carry on their father's legacy of creating a new era of vampire supremacy where humans are mere cattle. Rayne's siblings have created 'The Shroud,' a mysterious substance that will render the sun's lethal rays harmless to vampires. Now only BloodRayne stands between an unsuspecting humanity and a horrifying vampire dawn.",0,0,359,True,False,False,67,https://www.metacritic.com/game/pc/bloodrayne-2?ftag=MCD-06-10aaa1f,https://www.ziggurat.games/,support@ziggurat.games,English,,Terminal Reality,Ziggurat,"2, 29, 62","Single-player, Steam Trading Cards, Family Sharing",1,Action
3830,Psychonauts,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3830/header.jpg?t=1787713000,https://www.doublefine.com/games/psychonauts,2006-10-11,False,9.99,EUR,"A Psychic Odyssey Through the Minds of Misfits, Monsters, and Madmen.This classic action/adventure platformer from acclaimed developers Double Fine Productions follows the story of a young psychic named Razputin. In his quest to join the Psychonauts--an elite group of international psychic secret agents--he breaks into their secret training facility: Whispering Rock Psychic Summer Camp. But this is no average psychic summer camp! A mysterious villain has kidnapped Raz’s fellow campers and stolen their brains. Now he must use his psychic powers of Telekinesis, Levitation, and most of all his ability to project himself into the minds of others--to find the loose noodles and keep them from falling into the wrong hands. Fight mental demons! Uncover hidden memories! Sort emotional baggage! Explore the fantastic realm of the inner mind! Join the Psychonauts!","A Psychic Odyssey Through the Minds of Misfits, Monsters, and Madmen. This classic action/adventure platformer from acclaimed developers Double Fine Productions follows the story of a young psychic named Razputin.","A Psychic Odyssey Through the Minds of Misfits, Monsters, and Madmen.This classic action/adventure platformer from acclaimed developers Double Fine Productions follows the story of a young psychic named Razputin. In his quest to join the Psychonauts--an elite group of international psychic secret agents--he breaks into their secret training facility: Whispering Rock Psychic Summer Camp. But this is no average psychic summer camp! A mysterious villain has kidnapped Raz’s fellow campers and stolen their brains. Now he must use his psychic powers of Telekinesis, Levitation, and most of all his ability to project himself into the minds of others--to find the loose noodles and keep them from falling into the wrong hands. Fight mental demons! Uncover hidden memories! Sort emotional baggage! Explore the fantastic realm of the inner mind! Join the Psychonauts!",2,37,12295,True,True,True,87,https://www.metacritic.com/game/pc/psychonauts?ftag=MCD-06-10aaa1f,https://www.doublefine.com/games/support,support@doublefine.com,"English, French, German",,Double Fine Productions,Double Fine Productions,"2, 22, 29, 18, 23, 41, 42, 62","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Family Sharing",1,Action
3900,Sid Meier's Civilization® IV,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3900/header.jpg?t=1724341287,http://www.2kgames.com/civ4/home.htm,2006-10-25,False,19.99,EUR,"With over 6 million units sold and unprecedented critical acclaim from fans and press around the world, Sid Meier's Civilization is recognized as one of the greatest PC game franchises of all-time. Now, Sid Meier and Firaxis Games will take this incredibly fun and addictive game to new heights by adding new ways to play and win, new tools to manage and expand your civilization, all-new easy to use mod capabilities and intense multiplayer modes and options*. Civilization IV will come to life like never before in a beautifully detailed, living 3D world that will elevate the gameplay experience to a whole new level. Civilization IV has already been heralded as one of the top ten games of 2005, and a must-have for gamers around the globe!*Mac version's Online Multiplayer is no longer supported.","With over 6 million units sold and unprecedented critical acclaim from fans and press around the world, Sid Meier's Civilization is recognized as one of the greatest PC game franchises of all-time. Now, Sid Meier and Firaxis Games will take this incredibly fun and addictive game to new heights by adding new ways to play and win, new...","With over 6 million units sold and unprecedented critical acclaim from fans and press around the world, Sid Meier's Civilization is recognized as one of the greatest PC game franchises of all-time. Now, Sid Meier and Firaxis Games will take this incredibly fun and addictive game to new heights by adding new ways to play and win, new tools to manage and expand your civilization, all-new easy to use mod capabilities and intense multiplayer modes and options*. Civilization IV will come to life like never before in a beautifully detailed, living 3D world that will elevate the gameplay experience to a whole new level. Civilization IV has already been heralded as one of the top ten games of 2005, and a must-have for gamers around the globe!*Mac version's Online Multiplayer is no longer supported.",0,0,2776,True,True,False,94,https://www.metacritic.com/game/pc/sid-meiers-civilization-iv?ftag=MCD-06-10aaa1f,http://support.2kgames.com/,,"English, French, German, Italian, Spanish - Spain",,Firaxis Games,2K,"2, 1, 17, 62","Single-player, Multi-player, Includes level editor, Family Sharing",2,Strategy
3910,Sid Meier's Civilization® III Complete,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3910/header.jpg?t=1569013660,http://www.civ3.com/,2006-10-25,False,4.99,EUR,"Sid Meier's Civilization III: Complete, the latest offering in the Sid Meier's Civilization III franchise, provides gaming fans with Sid Meier's Civilization III, the highly-addictive journey of discovery, combined with the updated and enhanced multiplayer expansion pack Sid Meier's Civilization III: Play the World*, as well as all of the great new civilizations, scenarios, and features from Sid Meier's Civilization III: Conquests! Sid Meier's Civilization III: Complete provides more ways to explore, more strategies to employ, more modes of play, and more ways to win, all in one box! *Online Multiplayer to be suspended as of May 31st 2014, LAN mode still supported","Sid Meier's Civilization III: Complete, the latest offering in the Sid Meier's Civilization III franchise, provides gaming fans with Sid Meier's Civilization III, the highly-addictive journey of discovery.","Sid Meier's Civilization III: Complete, the latest offering in the Sid Meier's Civilization III franchise, provides gaming fans with Sid Meier's Civilization III, the highly-addictive journey of discovery, combined with the updated and enhanced multiplayer expansion pack Sid Meier's Civilization III: Play the World*, as well as all of the great new civilizations, scenarios, and features from Sid Meier's Civilization III: Conquests! Sid Meier's Civilization III: Complete provides more ways to explore, more strategies to employ, more modes of play, and more ways to win, all in one box! *Online Multiplayer to be suspended as of May 31st 2014, LAN mode still supported",0,0,5703,True,False,False,90,https://www.metacritic.com/game/pc/sid-meiers-civilization-iii?ftag=MCD-06-10aaa1f,http://support.2kgames.com/,,English,,Firaxis Games,2K,"2, 1, 17, 62","Single-player, Multi-player, Includes level editor, Family Sharing",2,Strategy
3920,Sid Meier's Pirates!,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3920/header.jpg?t=1777585034,http://www.2kgames.com/pirates/pirates/home.php,2005-07-11,False,9.99,EUR,"Sail the Caribbean, marauding all on the high seas or ally your ship and crew as a privateer in search of riches - the life you choose is up to you. Face dogged enemies, raid unsuspecting villages, woo fair maidens, avoid capture or dig for buried treasure. Discover what it takes to become one of the most famous pirates in history!","Sail the Caribbean, marauding all on the high seas or ally your ship and crew as a privateer in search of riches - the life you choose is up to you. Face dogged enemies, raid unsuspecting villages, woo fair maidens, avoid capture or dig for buried treasure. Discover what it takes to become one of the most famous pirates in history!","Sail the Caribbean, marauding all on the high seas or ally your ship and crew as a privateer in search of riches - the life you choose is up to you. Face dogged enemies, raid unsuspecting villages, woo fair maidens, avoid capture or dig for buried treasure. Discover what it takes to become one of the most famous pirates in history!",0,0,6183,True,False,False,88,https://www.metacritic.com/game/pc/sid-meiers-pirates!?ftag=MCD-06-10aaa1f,,,English,,Firaxis Games,2K,"2, 62","Single-player, Family Sharing",3,RPG
3960,Shattered Union,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3960/header.jpg?t=1569015701,http://www.2kgames.com/shatteredunion/,2006-10-25,False,4.99,EUR,"Following a great increase in terrorism, internal strife and ultimately, the nuclear destruction of Washington, D.C., the United States shatters into a half-dozen nation-states that descend into war. Take the helm of one of these newfound sovereignties (or the 'peacekeeping' European Expeditionary Force) and struggle to reunify America... by any means necessary! Modern 3D tactical war game viewed from a ""bird's-eye"" overhead camera. Non-linear mission progression with changes based on player-made decisions. Real-time resolution of turned-based moves. Take your time while you decide your move, but once you have selected your action, see the results all play out in full animation models, exploding vehicles, and burning cities and forests! Fully destructible terrain/environment. As the battle proceeds, everything from explosions and destroyed buildings permanently mark the terrain. Moving tanks will leave tread marks that stay for the duration of the mission. At the end, very little will look the same. Fight your way across the United States! Had enough of the windy city? Then go ahead and bomb Chicago! Invade across the Rockies into California, capture the tank factories in Ohio, and lay siege to New York City! You decide - the fate of the nation is in your hands! Call up National Guard forces equipped with M1 Abrams battle tanks, Apache helicopters and stealth bombers. Or make a deal with the Russians and equip your boys with MiG fighters and T-95 Heavy Tanks.","Following a great increase in terrorism, internal strife and ultimately, the nuclear destruction of Washington, D.C., the United States shatters into a half-dozen nation-states that descend into war. Take the helm of one of these newfound sovereignties (or the 'peacekeeping' European Expeditionary Force) and struggle to reunify America...","Following a great increase in terrorism, internal strife and ultimately, the nuclear destruction of Washington, D.C., the United States shatters into a half-dozen nation-states that descend into war. Take the helm of one of these newfound sovereignties (or the 'peacekeeping' European Expeditionary Force) and struggle to reunify America... by any means necessary! Modern 3D tactical war game viewed from a ""bird's-eye"" overhead camera. Non-linear mission progression with changes based on player-made decisions. Real-time resolution of turned-based moves. Take your time while you decide your move, but once you have selected your action, see the results all play out in full animation models, exploding vehicles, and burning cities and forests! Fully destructible terrain/environment. As the battle proceeds, everything from explosions and destroyed buildings permanently mark the terrain. Moving tanks will leave tread marks that stay for the duration of the mission. At the end, very little will look the same. Fight your way across the United States! Had enough of the windy city? Then go ahead and bomb Chicago! Invade across the Rockies into California, capture the tank factories in Ohio, and lay siege to New York City! You decide - the fate of the nation is in your hands! Call up National Guard forces equipped with M1 Abrams battle tanks, Apache helicopters and stealth bombers. Or make a deal with the Russians and equip your boys with MiG fighters and T-95 Heavy Tanks.",0,0,152,True,False,False,67,https://www.metacritic.com/game/pc/shattered-union?ftag=MCD-06-10aaa1f,support.2k.com,,English,English,PopTop,2K,"2, 1, 62","Single-player, Multi-player, Family Sharing",2,Strategy
3980,CivCity: Rome,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3980/header.jpg?t=1569015577,http://www.2kgames.com/civcityrome/civcity.html,2007-04-06,False,9.99,EUR,"CivCity: Rome, an innovative city builder inspired by the world of Sid Meiers Civilization, and created by a collaboration between Firefly Studios and Firaxis Games, invites players to shift focus from building a multi-city empire and zoom-in on the great cities of the Roman Empire, culminating in Rome itself! Through dozens of missions, each offering an array of interesting decisions, players will be charged with building, nurturing and managing one of these great cities as they endeavour to lead the Roman Empire from its humble beginnings to its mighty apogee. Features players have enjoyed in the Civilization series, like research, city happiness, production and culture, can now be managed actively in the wonderfully immersive world of CivCity: Rome. Look inside the buildings - For the first time in a city builder you can look inside the Villas, the forums, and even the Roman baths! Discover, in much greater detail, how Romans went about their daily lives. Civilize your city - More than 70 technologies can be developed over time to give your city a strategic advantage. Use the rich research tree to improve many aspects of your city and its relation to the wider empire. Follow the life of a Roman family - Do they thrive and prosper from humble hut to noble palace as they move through the generations or not? Well, thats your call! Ease of play - Driven purely by building placement and strong visual feedback, the game lets you create your own living community simply by choosing and placing the wide variety of buildings. Real Romans - An intriguing array of characters will interact with you","CivCity: Rome, an innovative city builder inspired by the world of Sid Meiers Civilization, and created by a collaboration between Firefly Studios and Firaxis Games, invites players to shift focus from building a multi-city empire and zoom-in on the great cities of the Roman Empire, culminating in Rome itself!","CivCity: Rome, an innovative city builder inspired by the world of Sid Meiers Civilization, and created by a collaboration between Firefly Studios and Firaxis Games, invites players to shift focus from building a multi-city empire and zoom-in on the great cities of the Roman Empire, culminating in Rome itself! Through dozens of missions, each offering an array of interesting decisions, players will be charged with building, nurturing and managing one of these great cities as they endeavour to lead the Roman Empire from its humble beginnings to its mighty apogee. Features players have enjoyed in the Civilization series, like research, city happiness, production and culture, can now be managed actively in the wonderfully immersive world of CivCity: Rome. Look inside the buildings - For the first time in a city builder you can look inside the Villas, the forums, and even the Roman baths! Discover, in much greater detail, how Romans went about their daily lives. Civilize your city - More than 70 technologies can be developed over time to give your city a strategic advantage. Use the rich research tree to improve many aspects of your city and its relation to the wider empire. Follow the life of a Roman family - Do they thrive and prosper from humble hut to noble palace as they move through the generations or not? Well, thats your call! Ease of play - Driven purely by building placement and strong visual feedback, the game lets you create your own living community simply by choosing and placing the wide variety of buildings. Real Romans - An intriguing array of characters will interact with you",0,0,813,True,False,False,67,https://www.metacritic.com/game/pc/civcity-rome?ftag=MCD-06-10aaa1f,http://support.2k.com/forums/382570-CivCity-Rome,,"English, French, Spanish - Spain",,"FireFly Studios, Firaxis Games",2K,"2, 62","Single-player, Family Sharing",2,Strategy
3990,Civilization IV®: Warlords,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3990/header.jpg?t=1573064463,http://www.2kgames.com/civ4/warlords/warlords.html,2007-04-06,False,4.99,EUR,"Sid Meier's Civilization IV: Warlords is the first expansion pack for the award-winning game that has become an instant world-wide hit. Paying homage to some of history's greatest military leaders, the expansion delivers six unique and interesting scenarios, giving players the chance to change the course of history with the help of their new powerful ""warlord"" unit. Civ IV: Warlords includes new civilizations, leaders, units, and wonders that offer even more fun and exciting ways for players to expand their civilization's military power as they strive for world domination. Warlords: a new great person type called the Warlord. Vassal states: conquer an enemy and subjugate them to your rule. Game scenarios: the expansion delivers eight scenarios. New civilizations: the pack provides six new civilizations and associated unique units. Civilization leaders: 10 new leaders, including leaders for the new civilizations as well as additional leaders for existing civilizations. Leader traits: two new leader traits. New wonders: three new wonders. Unique buildings: each civilization has a new unique building as well as their unique unit. New units, resources, and improvements: many new items are presented throughout the scenarios. Core game tweaks and additions: expanded features and gameplay tweaks made to the core game. Post-release patches and game upgrades: the pack contains all of the patches and game additions (pit boss, etc.) yet released for Sid Meier's Civilization IV.","Sid Meier's Civilization IV: Warlords is the first expansion pack for the award-winning game that has become an instant world-wide hit. Paying homage to some of history's greatest military leaders, the expansion delivers six unique and interesting scenarios, giving players the chance to change the course of history with the help of their...","Sid Meier's Civilization IV: Warlords is the first expansion pack for the award-winning game that has become an instant world-wide hit. Paying homage to some of history's greatest military leaders, the expansion delivers six unique and interesting scenarios, giving players the chance to change the course of history with the help of their new powerful ""warlord"" unit. Civ IV: Warlords includes new civilizations, leaders, units, and wonders that offer even more fun and exciting ways for players to expand their civilization's military power as they strive for world domination. Warlords: a new great person type called the Warlord. Vassal states: conquer an enemy and subjugate them to your rule. Game scenarios: the expansion delivers eight scenarios. New civilizations: the pack provides six new civilizations and associated unique units. Civilization leaders: 10 new leaders, including leaders for the new civilizations as well as additional leaders for existing civilizations. Leader traits: two new leader traits. New wonders: three new wonders. Unique buildings: each civilization has a new unique building as well as their unique unit. New units, resources, and improvements: many new items are presented throughout the scenarios. Core game tweaks and additions: expanded features and gameplay tweaks made to the core game. Post-release patches and game upgrades: the pack contains all of the patches and game additions (pit boss, etc.) yet released for Sid Meier's Civilization IV.",0,0,403,True,True,False,84,https://www.metacritic.com/game/pc/sid-meiers-civilization-iv-warlords?ftag=MCD-06-10aaa1f,,,"English, French, German, Italian, Spanish - Spain",,Firaxis Games,2K,"2, 62","Single-player, Family Sharing",2,Strategy
4000,Garry's Mod,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4000/header.jpg?t=1776868682,https://gmod.facepunch.com,2006-11-29,False,9.99,EUR,"Garry's Mod is a physics sandbox. There aren't any predefined aims or goals. We give you the tools and leave you to play. You spawn objects and weld them together to create your own contraptions - whether that's a car, a rocket, a catapult or something that doesn't have a name yet - that's up to you. You can do it offline, or join the thousands of players who play online each day. If you're not too great at construction - don't worry! You can place a variety of characters in silly positions. But if you want to do more, we have the means. Beyond the SandboxThe Garry's Mod community is a tremendous source of content and has added hundreds of unique modes to the game. In Trouble In Terrorist Town, you can be a detective solving an online murder as criminals attempt to cover up their homicides. Be a ball, a plant, a chair, or anything else in Prop Hunt's elaborate, shape-shifting game of Hide & Seek. Elevator: Source is gaming's first elevator thrill ride, delivering players to airlocks and kitten dance parties.We have one of the most vibrant Steam Community Workshops, with over 300'000 models, maps, and contraptions to download. It has everything from new tools to improve your builds, to guns that fire rainbow-tinged nuclear blasts from space. Take as much or as little as you need: it’s all free. Please note: Some multiplayer servers and game-modes might require you to own other games - such as Counter-Strike: Source and Team Fortress 2.",Garry's Mod is a physics sandbox. There aren't any predefined aims or goals. We give you the tools and leave you to play.,"Steam WorkshopAbout the GameGarry's Mod is a physics sandbox. There aren't any predefined aims or goals. We give you the tools and leave you to play. You spawn objects and weld them together to create your own contraptions - whether that's a car, a rocket, a catapult or something that doesn't have a name yet - that's up to you. You can do it offline, or join the thousands of players who play online each day. If you're not too great at construction - don't worry! You can place a variety of characters in silly positions. But if you want to do more, we have the means. Beyond the SandboxThe Garry's Mod community is a tremendous source of content and has added hundreds of unique modes to the game. In Trouble In Terrorist Town, you can be a detective solving an online murder as criminals attempt to cover up their homicides. Be a ball, a plant, a chair, or anything else in Prop Hunt's elaborate, shape-shifting game of Hide & Seek. Elevator: Source is gaming's first elevator thrill ride, delivering players to airlocks and kitten dance parties.We have one of the most vibrant Steam Community Workshops, with over 300'000 models, maps, and contraptions to download. It has everything from new tools to improve your builds, to guns that fire rainbow-tinged nuclear blasts from space. Take as much or as little as you need: it’s all free. Please note: Some multiplayer servers and game-modes might require you to own other games - such as Counter-Strike: Source and Team Fortress 2.",0,29,1090514,True,True,True,,,https://support.facepunchstudios.com/,,"English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Croatian, Estonian, Hebrew, Lithuanian, Slovak","English, Slovak",Facepunch Studios,Valve,"2, 1, 49, 36, 47, 9, 38, 48, 27, 22, 29, 13, 30, 66, 68, 78, 74, 79, 69, 23, 8, 17, 16, 42, 62","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Includes Source SDK, Remote Play on Tablet, Family Sharing","4, 23, 28","Casual, Indie, Simulation"
4100,Poker Superstars II,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4100/header.jpg?t=1447350914,,2006-10-05,False,9.99,EUR,"You've been invited back for Season 2! Poker Superstars II raises the stakes with more superstars, a bigger tournament and a brand new poker AI. Import your own photo into the game and become a Poker Superstar. Then get ready to battle through an exciting new tournament structure against 15 of poker's top players powered by a 'first of its kind' artificial intelligence system that has learned to win by playing millions of simulated tournaments! The Superstars are ready to win, are you?It contains these great features: Tougher Challenge! First of its kind artificial intelligence system that has taught itself how to play, and how to win. Bigger Tournament! You get to play the dynamic and competitive tournament right from the TV show. More Superstars! This time, you are one of 16 Poker Superstars. Import Your Photo! Be the Poker Superstar you know you are and see yourself right in the game! Interactive Opponent Pictures! Now you get to see the Superstars smile devilishly when they beat you, as well as scowl when you beat them! Learn or Master! Game Tips will introduce you to the game while the Game Tip button can help you hone your game. Amateur or Superstars! Two different levels of challenge let you tune the game to the play level you want. Player Cards! The game will track all your winnings, flops seen %, pots won % and best hands. So you'll be able to see what kind of player you are. 3 Exciting Game Modes! Round lets you play a quick round. Season challenges you to win the full tournament. Limit lets you play the set bet amount game found frequently in casinos and online. Top Ten Lists! Track your top winnings, top pots and top hands.","You've been invited back for Season 2! Poker Superstars II raises the stakes with more superstars, a bigger tournament and a brand new poker AI. Import your own photo into the game and become a Poker Superstar.","You've been invited back for Season 2! Poker Superstars II raises the stakes with more superstars, a bigger tournament and a brand new poker AI. Import your own photo into the game and become a Poker Superstar. Then get ready to battle through an exciting new tournament structure against 15 of poker's top players powered by a 'first of its kind' artificial intelligence system that has learned to win by playing millions of simulated tournaments! The Superstars are ready to win, are you?It contains these great features: Tougher Challenge! First of its kind artificial intelligence system that has taught itself how to play, and how to win. Bigger Tournament! You get to play the dynamic and competitive tournament right from the TV show. More Superstars! This time, you are one of 16 Poker Superstars. Import Your Photo! Be the Poker Superstar you know you are and see yourself right in the game! Interactive Opponent Pictures! Now you get to see the Superstars smile devilishly when they beat you, as well as scowl when you beat them! Learn or Master! Game Tips will introduce you to the game while the Game Tip button can help you hone your game. Amateur or Superstars! Two different levels of challenge let you tune the game to the play level you want. Player Cards! The game will track all your winnings, flops seen %, pots won % and best hands. So you'll be able to see what kind of player you are. 3 Exciting Game Modes! Round lets you play a quick round. Season challenges you to win the full tournament. Limit lets you play the set bet amount game found frequently in casinos and online. Top Ten Lists! Track your top winnings, top pots and top hands.",0,0,0,True,False,False,,,,,English,,Funkitron,,"2, 62","Single-player, Family Sharing","4, 2, 23","Casual, Strategy, Indie"
4230,RACE - The WTCC Game,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4230/header.jpg?t=1478078220,http://www.race-game.org/,2006-11-24,False,29.95,EUR,"The Official WTCC Game | RACE is the first ever game to be focused on the hard hitting, intense action of the exciting WTCC championship which is exploding in popularity all over the world. Based on WTCC, one of only three official FIA world championships next to Formula 1 and WRC, RACE features the complete WTCC championship season of 2006, all the cars, drivers and locations, including several official tracks and cars brand new to the racing game genre. The game recreates the championship as close to real life as possible and simulates the cars and the driving style in a ultra realistic fashion. RACE features various difficulty levels to attract everyone, from hardcore simulation gamers to beginners level still featuring the same elements and a highly realistic driving experience.","The Official WTCC Game | RACE is the first ever game to be focused on the hard hitting, intense action of the exciting WTCC championship which is exploding in popularity all over the world. Based on WTCC, one of only three official FIA world championships next to Formula 1 and WRC, RACE features the complete WTCC championship season of...","The Official WTCC Game | RACE is the first ever game to be focused on the hard hitting, intense action of the exciting WTCC championship which is exploding in popularity all over the world. Based on WTCC, one of only three official FIA world championships next to Formula 1 and WRC, RACE features the complete WTCC championship season of 2006, all the cars, drivers and locations, including several official tracks and cars brand new to the racing game genre. The game recreates the championship as close to real life as possible and simulates the cars and the driving style in a ultra realistic fashion. RACE features various difficulty levels to attract everyone, from hardcore simulation gamers to beginners level still featuring the same elements and a highly realistic driving experience.",0,0,0,True,False,False,,,,work@simbin.com,"English, French, German, Italian, Spanish - Spain",,SimBin,SimBin,"2, 1, 62","Single-player, Multi-player, Family Sharing",9,Racing
4290,RACE: Caterham Expansion,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4290/header.jpg?t=1478078209,http://www.race-game.org/,2007-06-22,False,3.99,EUR,"Celebrating the 50-year anniversary of Caterham Cars Ltd, RACE fans can now expand the WTCC Experience with this exceptional series of classic sportscars. RACE: CATERHAM introduces a total of 60 individual new cars/car skins based on some of the most exciting models in the Caterham sports car range, including the Caterham CSR 200, CSR 260 and the CSR 320 Concept, a concept version with a grueling 320hp. Racers can run the cars on two exciting new tracks: the legendary Imola circuit and the former GP track Estoril. RACE: CATERHAM includes new features that improve the original RACE game experience: improved performance scalability, a performance monitor to help the player find the best possible graphical settings, and a new controller interface with more options for joy-pad or keyboard/mouse controls.","Celebrating the 50-year anniversary of Caterham Cars Ltd, RACE fans can now expand the WTCC Experience with this exceptional series of classic sportscars. RACE: CATERHAM introduces a total of 60 individual new cars/car skins based on some of the most exciting models in the Caterham sports car range, including the Caterham CSR 200, CSR...","Celebrating the 50-year anniversary of Caterham Cars Ltd, RACE fans can now expand the WTCC Experience with this exceptional series of classic sportscars. RACE: CATERHAM introduces a total of 60 individual new cars/car skins based on some of the most exciting models in the Caterham sports car range, including the Caterham CSR 200, CSR 260 and the CSR 320 Concept, a concept version with a grueling 320hp. Racers can run the cars on two exciting new tracks: the legendary Imola circuit and the former GP track Estoril. RACE: CATERHAM includes new features that improve the original RACE game experience: improved performance scalability, a performance monitor to help the player find the best possible graphical settings, and a new controller interface with more options for joy-pad or keyboard/mouse controls.",0,0,0,True,False,False,,,,,English,,SimBin,SimBin,"2, 1, 62","Single-player, Multi-player, Family Sharing",9,Racing
4300,RoboBlitz,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/4300/header.jpg?t=1447350932,http://www.roboblitz.com/,2006-11-07,False,9.99,EUR,"RoboBlitz™ is a humorous, physics-based action game full of inventive gizmos, weapons, characters, and environments. Players take on the role of Blitz, a multi-talented robot who must activate an aging Space Cannon to save his world from a band of maladjusted space pirates. 19 levels of puzzle-solving and high-intensity action, set in 7 unique environments Humorous characters and unique weapons Gameplay entirely driven by physics Advanced robot simulation and control theory Powered by Unreal® Engine 3","RoboBlitz™ is a humorous, physics-based action game full of inventive gizmos, weapons, characters, and environments. Players take on the role of Blitz, a multi-talented robot who must activate an aging Space Cannon to save his world from a band of maladjusted space pirates.","RoboBlitz™ is a humorous, physics-based action game full of inventive gizmos, weapons, characters, and environments. Players take on the role of Blitz, a multi-talented robot who must activate an aging Space Cannon to save his world from a band of maladjusted space pirates. 19 levels of puzzle-solving and high-intensity action, set in 7 unique environments Humorous characters and unique weapons Gameplay entirely driven by physics Advanced robot simulation and control theory Powered by Unreal® Engine 3",0,0,0,True,False,False,80,https://www.metacritic.com/game/pc/roboblitz?ftag=MCD-06-10aaa1f,,,"English, French, German, Italian, Japanese, Korean, Traditional Chinese, Simplified Chinese, Spanish - Spain",,Naked Sky Entertainment,,"2, 18, 17, 62","Single-player, Partial Controller Support, Includes level editor, Family Sharing","1, 23","Action, Indie"
